"idweb","dateparution","nomacheteur","objet","etat","url_avis","requetes","mention_AIAct"
"26-13100","2026-02-08","Conseil départemental Loire Atlantique","MISE EN PLACE DE DISPOSITIFS DE PROTECTION, DE DÉTECTION DES INTRUSIONS ET VIDÉOPROTECTION AINSI QUE DE GARDIENNAGE SUR LE PATRIMOINE DÉPARTEMENTAL VACANT","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-13100","video","NON"
"26-30754","2026-03-25","Département de la Seine-Saint-Denis","Travaux d'installation, de mise en service et de maintenance des systèmes de contrôle d'accès, de vidéoprotection et de portails motorisés dans les propriétés départementales","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-30754","video","NON"
"26-37580","2026-04-15","Grand port maritime de Martinique","Externalisation de l'exploitation du poste de commandement vidéoprotection - astreintes et heures non ouvrées pour le GPMLM","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-37580","video","NON"
"26-23760","2026-03-10","Ville de Saint-Paul","Alarmes anti-intrusions, systèmes de vidéoprotection et télésurveillance des établissements communaux de Saint Paul","RECTIFICATIF","https://www.boamp.fr/pages/avis/?q=idweb:26-23760","video","NON"
"26-27647","2026-03-18","Ville de Toulon","Appel d'offres en vue de l'extension du réseau de vidéoprotection et d'interconnexion en 2 lots","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-27647","video","NON"
"26-37666","2026-04-14","Mairie de Clermont","EXTENSION ET MAINTENANCE DU SYSTEME DE VIDEOPROTECTION DE LA VILLE DE CLERMONT","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-37666","video","NON"
"26-28334","2026-03-19","Commune de Gagny","Maintenance & Extension  vidéoprotection - Ville de Gagny","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-28334","video","NON"
"26-1233","2026-01-06","Mairie du Perreux sur Marne","Assistance à maîtrise d'ouvrage (AMO) en vidéoprotection et sûreté numérique, années 2026-2027 (2 ans)","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-1233","video","NON"
"26-2857","2026-01-09","Commune De Prevessin-Moens","Extension, Modernisation Et Maintenance Du Dispositif De Videoprotection De La Commune De Prevessin-Moëns : -	Les travaux de génie civil pour la réalisation de tranchées, le","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-2857","video","NON"
"26-3254","2026-01-13","Mairie du Bourget","Relance - Accord-cadre pour la modernisation, l'extension et la maintenance du système de sûreté et de vidéoprotection urbaine - ville du Bourget","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-3254","video","NON"
"26-3717","2026-01-14","Ville de Cahors","INSTALLATION, FOURNITURE, MISE EN SERVICE ET MAINTENANCE POUR UN RESEAU VIDEOPROTECTION- RELANCE","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-3717","video","NON"
"26-6248","2026-01-19","Mairie Chambly","Travaux d'extension et de maintenance du dispositif de vidéoprotection de la ville de Chambly","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-6248","video","NON"
"26-14263","2026-02-10","Institution de Gestion Sociale des Armées - Igesa","Prestations de vidéoprotection et de gardiennage vidéo pour la caserne Saint-Joseph de l'Igesa","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-14263","video","NON"
"26-13676","2026-02-09","Commune de Montelier","Mise En Place D Un Dispositif De Videoprotection","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-13676","video","NON"
"26-25352","2026-03-13","Société d'Exploitation des Ports du Détroit","Contrat de maintenance sûreté, vidéoprotection et contrôle d'accès et évolutions","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-25352","video","NON"
"26-23268","2026-03-08","COMMUNE DE BIARRITZ","Accord-cadre à bons de commande pour l’extension, évolution et maintenance du dispositif de vidéoprotection urbaine","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-23268","video","NON"
"26-37174","2026-04-13","MAIRIE DE FAY-LES-NEMOURS
30 RUE GRANDE
77167 FAY-LES-NEMOURS","CREATION ET MAINTENANCE D'UN DISPOSITIF DE VIDEOPROTECTION","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-37174","video","NON"
"26-33897","2026-04-03","Mairie de Panazol","Entretien, exploitation et renouvellement des installations d'éclairage public et vidéoprotection","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-33897","video","NON"
"26-31955","2026-03-29","CANSSM / FILIERIS","Maintenance des dispositifs de vidéoprotection et des contrôles d'accès des sites et établissements de la direction régionale de l'EST de FILIERIS","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-31955","video","NON"
"26-6609","2026-01-21","Ville de Saint-Paul","Accord-cadre à bons de commande portant sur la maintenance ainsi que sur l'extension du dispositif de vidéoprotection","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-6609","video","NON"
"26-13350","2026-02-06","Commune de Decize","Création d’un système de vidéoprotection","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-13350","video","NON"
"26-16826","2026-02-18","Ville de Thionville","Extension de la vidéoprotection, développement du réseau fibre optique, dépannage et maintenance du parc existant","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-16826","video","NON"
"26-8488","2026-01-25","COMMUNE DE KOUROU","Réalisation d'un système de vidéoprotection urbaine sur le territoire de la commune de Kourou","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-8488","video","NON"
"26-8251","2026-01-23","Mairie de Gémenos","Maintenance et Modernisation du réseau de vidéoprotection","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-8251","video","NON"
"26-29759","2026-03-24","ETABLISSEMENT FRANCAIS DU SANG HAUTS-DE-FRANCE - NORMANDIE","FOURNITURE, INSTALLATION D’UN SYSTEME DE VIDEOPROTECTION ET PRESTATIONS ASSOCIEES","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-29759","video","NON"
"26-26580","2026-03-15","Commune de Cayenne","MODERNISATION ET EXTENSION DU DISPOSITIF DE VIDEOPROTECTION COMMUNAL","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-26580","video","NON"
"26-30912","2026-03-26","Ville de Sainte-Rose","FOURNITURE, INSTALLATION, MISE EN SERVICE ET MAINTENANCE  D’UN DISPOSITIF DE VIDEOPROTECTION  DES ESPACES PUBLICS DE LA VILLE DE SAINTE-ROSE (Guadeloupe)","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-30912","video","NON"
"26-31031","2026-03-27","Centre Hospitalier de Carcassonne","MAINTENANCE DES SYSTEMES DE SECURITE INCENDIE, DESENFUMAGE, CONTROLE D'ACCES, ANTI-INTRUSION, VIDEOPROTECTION ET DES MOYENS DE LUTTE CONTRE L'INCENDIE","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-31031","video","NON"
"26-37874","2026-04-14","SDIS (85)","Maintenance de la centrale d'alarme, du contrôle d'accès et de la vidéoprotection de la Direction du SDIS de la Vendée","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-37874","video","NON"
"26-41255","2026-04-24","Ville de Gex","Extension et maintenance du dispositif de vidéoprotection de la Commune de Gex","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-41255","video","NON"
"26-42281","2026-04-28","SICTIAM (06)","AVIS D'ATTRIBUTION - FOURNITURE, MISE EN ŒUVRE ET MAINTIEN EN CONDITION OPÉRATIONNELLE DE MATÉRIELS ET LOGICIELS DE SYSTÈMES DE VIDÉOPROTECTION","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-42281","video","NON"
"26-6214","2026-01-19","Mairie d&#039;Aiguillon","Fourniture, installation et maintenance du système de vidéoprotection de la ville d'Aiguillon","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-6214","video","NON"
"26-1865","2026-01-08","Mairie de Persan","Travaux de refonte, d'extensions et de maintenance du dispositif de vidéoprotection urbain","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-1865","video","NON"
"25-143343","2026-01-02","Ville de Rouen","Maintenance de la vidéoprotection urbaine pour la Ville de Rouen","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:25-143343","video","NON"
"26-2295","2026-01-08","Ville de Surgères","Travaux de modernisation d'un dispositif de vidéoprotection","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-2295","video","NON"
"26-34490","2026-04-05","Ville de Dieppe","ACCORD-CADRE A BONS DE COMMANDE RELATIF AU DEPLOIEMENT ET A LA MAINTENANCE DU DISPOSITIF DE VIDEOPROTECTION SUR L'ESPACE PUBLIC DE LA VILLE DE DIEPPE DANS LE CADRE DU RENFORCEMENT DE LA SECURITE URBAI","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-34490","video","NON"
"26-34938","2026-04-06","PATRIMOINE-URBANISME-MARCHES PUBLICS","Maintenance du système de vidéoprotection de la Commune de Villers-Cotterêts-.","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-34938","video","NON"
"26-35297","2026-04-07","Ville de Caen","Entretien, maintenance et petite extension des équipements de vidéoprotection de la Ville de Caen","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-35297","video","NON"
"26-7811","2026-01-24","Mairie de Cannes","Maintenance et Installation des équipements de Vidéoprotection, d'alerte, de sécurité et du réseau de transmission numérique, Matériels et Logiciels des postes secondaires, des équipements de prise de","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-7811","video","NON"
"26-20044","2026-02-26","Commune Les Belleville","Extension et maintenance du dispositif de vidéoprotection sur la Commune des Belleville","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-20044","video","NON"
"26-17922","2026-02-21","Département de la Seine-Maritime","Maintenance de détection intrusion, contrôle d'accès, vidéoprotection et interphonie des différents sites du Département de la Seine-Maritime","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-17922","video","NON"
"26-29590","2026-03-23","Commune de Saint-Junien","Travaux de déploiement d’un dispositif de vidéoprotection sur la commune de Saint-Junien.","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-29590","video","NON"
"26-33227","2026-03-31","Ville de Portes lès Valence","Travaux d'extension de la vidéoprotection et de la maintenance sur la commune de Portes lès Valence (26800).","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-33227","video","NON"
"26-26534","2026-03-13","Saint-Quentin-en-Yvelines - Communauté d'agglomération","Maintenance, réparations et dépannages des systèmes d'alarmes intrusion et de videoprotection dans les bâtiments de Saint-Quentin-en-Yvelines","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-26534","video","NON"
"26-16165","2026-02-17","Mairie Joué-lès-Tours","Maintien en conditions opérationnelles et extension de l'infrastructure de videoprotection existante","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-16165","video","NON"
"26-16673","2026-02-17","Commune de Saint-Ouen-sur-Seine","Acquisition, extension, réaménagement et maintenance d'un dispositif de vidéoprotection et d'un réseau de fibres optiques sur la commune de Saint-Ouen-sur-Seine","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-16673","video","NON"
"26-21466","2026-03-04","HUS-Etablissement support du GHT 10","Prestations de sécurité au Centre de Supervision de la Vidéoprotection (CSV)","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-21466","video","NON"
"26-41026","2026-04-24","Ville de Falaise","Extension et maintenance d'un système de vidéoprotection sur la Ville de Falaise","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-41026","video","NON"
"26-1091","2026-01-06","Mairie de Yutz","Fourniture, installation, paramétrage, maintenance préventive et curative de matériel pour la vidéoprotection","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-1091","video","NON"
"26-1368","2026-01-07","Creusalis - Office Public de l'Habitat de la Creuse","Travaux pour la création et la maintenance du dispositif de vidéoprotection de l'Office Public de l'Habitat Creusalis","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-1368","video","NON"
"26-11156","2026-02-02","SODIPARC","ACQUISITION, INSTALLATION ET MAINTENANCE DE SYSTEMES DE VIDEOPROTECTION","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-11156","video","NON"
"26-25425","2026-03-13","Ville Liévin","Mise en place d'un marché de vidéoprotection urbaine","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-25425","video","NON"
"26-26488","2026-03-15","Mairie d'Annonay","Maintenance du dispositif de vidéoprotection","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-26488","video","NON"
"26-37771","2026-04-15","Ville de Saint-Priest","Prestations de dépannage des dispositifs de vidéoprotection","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-37771","video","NON"
"26-14106","2026-02-11","Ville d'ANNECY","Refonte de l'infrastructure de vidéoprotection","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-14106","video","NON"
"26-14228","2026-02-11","Centre Hospitalier de Valence - Etablissement support GHT DAV","INSTALLATION, FOURNITURE, MISE EN SERVICE ET MAINTENANCE POUR UN RESEAU DE VIDEOPROTECTION","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-14228","video","NON"
"26-32261","2026-03-27","Commune d'Eragny sur Oise","Maintenance du système de vidéoprotection de la  ville d'Eragny-sur-Oise","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-32261","video","NON"
"26-39525","2026-04-19","Ville de Dax","Extension du dispositif de vidéoprotection urbain de la ville de Dax – Matériel, logiciel et serveur","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-39525","video","NON"
"26-2545","2026-01-09","CHI EPSM DE L OISE","Marché de maintenance préventive, curative et extension(s) éventuelle(s) des systèmes de vidéoprotection du Centre Hospitalier Isarien","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-2545","video","NON"
"26-2864","2026-01-09","Mairie de Colombes","Travaux De Refonte, D'Extensions Et De Maintenance Du Dispositif De Vidéoprotection Urbaine","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-2864","video","NON"
"26-29899","2026-03-23","Mairie de Saint Mandrier sur Mer","MAINTENANCE DES SYSTEMES DE VIDEOPROTECTION","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-29899","video","NON"
"26-25014","2026-03-12","COMMUNE DE MOISSAC","Fourniture, installation, mise en service et maintenance pour un réseau de vidéoprotection","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-25014","video","NON"
"26-10260","2026-01-31","Aéroport de La Réunion Roland Garros (974)","Accord-cadre mono attributaire relatif au remplacement, à l’extension et à la maintenance du système de vidéoprotection de l’Aéroport La Réunion Roland GARROS","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-10260","video","NON"
"26-13762","2026-02-10","COMMUNE DE RUEIL-MALMAISON","Assistance à maitrise d'ouvrage relative à l'optimisation de la vidéoprotection","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-13762","video","NON"
"26-34275","2026-04-02","Ville de Rochefort","Maintenance du dispositif de vidéoprotection urbaine et des matériels afférents","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-34275","video","NON"
"26-35938","2026-04-09","Ville de Limonest","fourniture, installation et maintenance d'un système de vidéoprotection urbaine sur le territoire communal","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-35938","video","NON"
"26-33183","2026-03-31","Mairie de Cernay","Marché de vidéoprotection urbaine","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-33183","video","NON"
"26-42740","2026-04-28","SECRETARIAT GENERAL COMMUN DES LANDES","Rénovation du système de la vidéoprotection","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-42740","video","NON"
"26-35156","2026-04-07","Hus-Etablissement support du Ght 10","Installation de la vidéosurveillance sur le site du Centre Hospitalier de Saverne","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-35156","video","NON"
"26-40547","2026-04-23","Ville de Vénissieux","FOURNITURE, INSTALLATION, MISE EN SERVICE ET MAINTENANCE DU SYSTÈME DE VIDÉOPROTECTION","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-40547","video","NON"
"26-19390","2026-02-24","Ville de Précy-sur-Oise","Fourniture et installation maintenance d'un système de videoprotection","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-19390","video","NON"
"26-26148","2026-03-13","COVALDEM 11","Fourniture en location, installation et maintenance de systèmes de vidéosurveillance pour deux éco-centres et quatre centres de transferts du Covaldem11","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-26148","video","NON"
"26-9020","2026-01-28","DICOM ANTILLES","Prestation de contrôle des accès et de veille du systhème de vidéosurveillance du Camp La Jaille/Dugommier du Régiment du service militaire adapté (RSMA) à Baie-Mahaut en Guadeloupe","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-9020","video","NON"
"26-12057","2026-02-05","Régie des Eaux de Montpellier Méditerranée Métropole","Prestations de vidéosurveillance, télésurveillance, gardiennage et sûreté des sites de la Régie des eaux de Montpellier Méditerranée Métropole","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-12057","video","NON"
"26-14180","2026-02-10","CARSAT PAYS DE LOIRE","Le présent cahier des clauses particulières a pour objet la maintenance préventive, corrective et curative des installations de sûreté des locaux (système de contrôle d'accès, vidéosurveillance et...","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-14180","video","NON"
"26-25683","2026-03-13","Agglo Pays d'Issoire","Maintenance et extension des systèmes d'alarmes, de contrôle d'accès et de vidéosurveillances de l'Agglo Pays d'Issoire","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-25683","video","NON"
"26-32349","2026-03-30","Conseil Départemental de la Mayenne","Travaux d'installation d'un système de vidéo protection dans 21 collèges mayennais","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-32349","video","NON"
"26-24664","2026-03-12","Saint-Etienne Métropole","Prestation de maintenance préventive et corrective et de l'évolution de la vidéosurveillance au Stade Geoffroy-Guichard à Saint-Étienne","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-24664","video","NON"
"26-36762","2026-04-12","Crous Normandie","Le présent accord-cadre concerne la fourniture, la mise en oeuvre et la maintenance de la refonte et de l'extension des dispositifs de vidéosurveillance du Crous Normandie.","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-36762","video","NON"
"26-42105","2026-04-26","SIVED Nouvelle Génération (83)","FOURNITURE ET MAINTENANCE D'UN SYSTEME DE VIDEOSURVEILLANCE ET DE TELESURVEILLANCE SUR L'ISDND DE GINASSERVIS","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-42105","video","NON"
"26-12033","2026-02-04","PANTIN HABITAT","Prestations de maintenance corrective des systèmes de vidéosurveillance installés sur divers immeubles du patrimoine de Pantin Habitat","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-12033","video","NON"
"26-8533","2026-01-27","Département du Var","MAINTENANCE DES INSTALLATIONS D'ALARMES INCENDIE, INTRUSION ET VIDÉOSURVEILLANCE DANS LES BÂTIMENTS DU DÉPARTEMENT DU VAR - 4 LOTS GEOGRAPHIQUES","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-8533","video","NON"
"26-12530","2026-02-06","HOPITAL NORD OUEST - VILLEFRANCHE SUR SAONE","FOURNITURE ET LOCATION DE SOLUTION DE VIDEOSURVEILLANCE AUTONOME","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-12530","video","NON"
"26-15807","2026-02-15","ÉTABLISSEMENT PUBLIC FONCIER DE NOUVELLE-AQUITAINE","Vidéosurveillance - site SNPE - 16000 ANGOULEME","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-15807","video","NON"
"26-31341","2026-03-27","Bordeaux Métropole","Prestations de maîtrise d'oeuvre liées à l'opération de sécurisation des dépôts  de tramway de Bastide, La Jallère, Achard et dépôt de bus Centre d'exploitation du Lac (CEL) à Bordeaux","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-31341","video","NON"
"26-33732","2026-04-03","SEMITAN, mandataire de Nantes Métropole","MTB11 - Électricité HT - CFO - CFA - SSI - Contrôle d'accès - Vidéosurveillance pour l'opération Vertonne 1 Bis, extension de Cetex et remisage bus électriques","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-33732","video","NON"
"26-24155","2026-03-09","Collectivité de Corse","Installation, maintenance et extension des systèmes d'alarme anti-intrusion et de vidéosurveillance des sites de la Collectivité de Corse Relance","RECTIFICATIF","https://www.boamp.fr/pages/avis/?q=idweb:26-24155","video","NON"
"26-22685","2026-03-05","Collectivité de Corse","Installation, maintenance et extension des systèmes d'alarme anti-intrusion et de vidéosurveillance des sites de la Collectivité de Corse Relance","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-22685","video","NON"
"26-3380","2026-01-14","Conseil départemental Loire Atlantique","Intégration, maintenance et support du système de vidéosurveillance du Département de Loire-Atlantique","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-3380","video","NON"
"26-18037","2026-02-22","Union des Groupements d'Achats Publics","Prestations de sécurité humaine, de télésurveillance et télé vidéosurveillance sur des sites sensibles et non sensibles avec fournitures et prestations annexes","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-18037","video","NON"
"26-41013","2026-04-22","CHU de TOULOUSE","R2311 TRAVAUX DE MISE EN PLACE DE VIDEOSURVEILANCE  HOPITAL DE RANGUEIL","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-41013","video","NON"
"26-12776","2026-02-07","SGAR ARA - PFRA","Prestation de maintenance et de petits travaux d'entretien pour les systèmes de sûreté électronique installés dans les sites des service de l'Etat en région Auvergne-Rhône-Alpes","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-12776","video","NON"
"26-4347","2026-01-15","Commune de Cergy","Accord-cadre mono-attributaire relatif à la vérification, l’entretien et le remplacement des alarmes intrusion et de vidéosurveillance dans les bâtiments de la ville de Cergy.","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-4347","video","NON"
"26-10000","2026-01-29","SmVSA","Mise en place d'un système de vidéosurveillance et détection d'intrusion","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-10000","video","NON"
"26-26625","2026-03-15","Régie Ligne d'Azur (06)","Fourniture et réparation des systèmes de vidéosurveillance embarqués des bus et tramways de la Régie Ligne d'Azur","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-26625","video","NON"
"26-21023","2026-03-04","Union des Groupements d'Achats Publics","Prestations de sécurité humaine, de télésurveillance et télé vidéosurveillance sur des sites sensibles et non sensibles avec fournitures et prestations annexes","RECTIFICATIF","https://www.boamp.fr/pages/avis/?q=idweb:26-21023","video","NON"
"26-16427","2026-02-16","NOREADE SIDEN-SIAN","ACCORD CADRE EN VUE DE LA MAINTENANCE ET ENTRETIEN DES INSTALLATIONS DE SYSTEMES DE DETECTION INCENDIE, ALARME INTRUSION, CONTROLE D'ACCES ET VIDEOSURVEILLANCE POUR LES BATIMENTS ADMINISTRATIFS ET...","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-16427","video","NON"
"26-27216","2026-03-16","COVALDEM 11","Fourniture en location, installation et maintenance de systèmes de vidéosurveillance pour deux éco-centres et quatre centres de transferts du Covaldem11","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-27216","video","NON"
"26-15667","2026-02-15","Val d'Europe agglomération","Gestion d'un système d'accès, de paiement, de vidéosurveillance et de l'entretien des parkings de Val d'Europe Agglomération","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-15667","video","NON"
"26-40707","2026-04-21","Ville de Rivière Salée (972)","Avis d'Appel Public à Candidatures pour les Travaux de mise en œuvre d'un système de Vidéo protection urbaine sur le territoire de la Ville de Rivière-Salée","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-40707","video","NON"
"26-21011","2026-03-03","Direction interrégionale des Services pénitentiaires de Dijon","MOE pour le renouvellement du système de vidéosurveillance du domaine pénitentiaire de la DISP de DIJON","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-21011","video","NON"
"26-22574","2026-03-04","PANTIN HABITAT","Prestations de maintenance corrective des systèmes de vidéosurveillance installés sur divers immeubles du patrimoine de Pantin Habitat","RECTIFICATIF","https://www.boamp.fr/pages/avis/?q=idweb:26-22574","video","NON"
"26-24327","2026-03-09","Collectivité de Corse","Installation, maintenance et extension des systèmes d'alarme anti-intrusion et de vidéosurveillance des sites de la Collectivité de Corse Relance","RECTIFICATIF","https://www.boamp.fr/pages/avis/?q=idweb:26-24327","video","NON"
"26-7048","2026-01-22","Agglo Pays d'Issoire","Maintenance et extension des systèmes d'alarmes, de contrôle d'accès et de vidéosurveillances de l'Agglo Pays d'Issoire","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-7048","video","NON"
"26-29858","2026-03-24","Nantes Métropole Aménagement - Mandataire agissant au nom et pour le compte de la NANTES METROPOLE","Mission d'Etudes et de Suivi de l'installation et du paramétrage des dispositifs de sureté de la Cité des imaginaires à Nantes","RECTIFICATIF","https://www.boamp.fr/pages/avis/?q=idweb:26-29858","video","NON"
"26-7690","2026-01-23","Bordeaux Métropole","Fourniture, pose et Maintien en Condition Opérationnelle (MCO) de Faisceaux hertziens","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-7690","video","NON"
"26-20856","2026-03-01","Nantes Métropole Aménagement - Mandataire agissant au nom et pour le compte de la NANTES METROPOLE","Mission d'Etudes et de Suivi de l'installation et du paramétrage des dispositifs de sureté de la Cité des imaginaires à Nantes","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-20856","video","NON"
"26-38249","2026-04-16","COMMANDE PUBLIQUE","Maintenance et vérifications règlementaires des bâtiments et équipements de la communauté de communes Moselle et Madon-.","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-38249","video","NON"
"26-26705","2026-03-15","SEMITAN, mandataire de Nantes Métropole","MT3 - Travaux de Basse Tension et Courants faibles de station - Ligne 8 Busway","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-26705","video","NON"
"26-5679","2026-01-18","Commune d&#039;Aulnoye-Aymeries","Réhabilitation des vestiaires du stade de l'Attoque et de ses abords","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-5679","video","NON"
"26-42335","2026-04-28","Bordeaux Métropole","Fourniture, pose et Maintien en Condition Opérationnelle (MCO) de Faisceaux hertziens","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-42335","video","NON"
"26-24271","2026-03-11","Ville de Gujan-Mestras","Extension et maintenance du système de vidéo-protection de la Ville de Gujan-Mestras","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-24271","video","NON"
"26-32458","2026-03-31","Rennes Métropole","Rennes - Quais de Vilaine - Aménagement des espaces publics - Travaux - Lots n° 1 à 4","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-32458","video","NON"
"26-40950","2026-04-23","RTM - Régie des Transports Métropolitains","MODERNISATION ET DEVELOPPEMENT DES INSTALLATIONS DE VIDEO DU GROUPE RTM","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-40950","video","NON"
"26-264","2026-01-06","Mairie de La Grande Motte","Fourniture, pose et maintenance du système de vidéo protection et du contrôle d'accès des bâtiments communaux de la Ville de La Grande Motte","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-264","video","NON"
"26-5272","2026-01-16","Mauges Communauté","Travaux de réhabilitation de la déchèterie de Beaupréau","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-5272","video","NON"
"26-6552","2026-01-21","Mairie d'Aix-en-Provence","MAINTENANCE ET INSTALLATION DE SYSTEMES DE SECURITE DANS LES BATIMENTS COMMUNAUX (3 LOTS)","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-6552","video","NON"
